type,element_id,text,metadata,filename
UncategorizedText,7b0efe12dda08983a131a24e784f81e0,Probability of occurrence (P):  ,"{'category_depth': 0, 'emphasized_text_contents': ['Probability of occurrence', 'Probability of occurrence', '(', 'P', 'P'], 'emphasized_text_tags': ['b', 'i', 'i', 'b', 'i'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '5b0df07560e1d30739828323fba94b7c'}",RMP - Closed Stopcock & MRVLS.doc
Table,c6ac5042639fec841558fc89dcef47e9,"Value Probability for occurrence Verbal description for probability 1 Less than 1 in 1,000,000 Evidence that will not occur 2 1:100,000 - 1:1,000,000 Low probability, rare occurrence 4 1:100,000 - 1:10,000 Will occur several times 6 1:100 - 1:10,000 Will occur several times 8 More than 1:100 High probability, likely to occur frequently","{'emphasized_text_contents': ['Value', 'Probability for occurrence', 'Verbal description for probability'], 'emphasized_text_tags': ['b', 'b', 'b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'text_as_html': '<table><tr><td>Value</td><td>Probability for occurrence</td><td>Verbal description for probability</td></tr><tr><td>1</td><td>Less than 1 in 1,000,000</td><td>Evidence that will not occur</td></tr><tr><td>2</td><td>1:100,000 - 1:1,000,000</td><td>Low probability, rare occurrence</td></tr><tr><td>4</td><td>1:100,000 - 1:10,000</td><td>Will occur several times</td></tr><tr><td>6</td><td>1:100 - 1:10,000</td><td>Will occur several times</td></tr><tr><td>8</td><td>More than 1:100</td><td>High probability, likely to occur frequently</td></tr></table>', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '5b0df07560e1d30739828323fba94b7c'}",RMP - Closed Stopcock & MRVLS.doc
UncategorizedText,12569b0f9f60f8e5a81695abc5bb2089,Degree of Severity (S): ,"{'category_depth': 0, 'emphasized_text_contents': ['Degree of Severity', 'Degree of Severity', '(', 'S', 'S'], 'emphasized_text_tags': ['b', 'i', 'i', 'b', 'i'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '5b0df07560e1d30739828323fba94b7c'}",RMP - Closed Stopcock & MRVLS.doc
Table,24bb91f4fc0a952cb0f029fc0bc5c66e,"S Rating Severity Severity to Patient/User Severity to Elcam Severity to Manufacture 1 Minor All is fine up to small discomfort, minor damage in performance. All is fine up to deviations in spec border. Small effect on equipment or product, a few production hours loss. 2 Medium Degradation in performance without harm. Damage to image, do not meet spec. Degradation in equipment or its operation small effect on product in non-functional characters, a few days loss. 4 Severe The part does not function but does not cause harm. Need to replace parts, severe impact to image, will not meet fundamental characteristic in spec. Medium degradation in equipment or its operation affecting product in non-functional characters, two-three weeks loss. 6 Severe - critical The product does not function and causes injury or condition requiring medical treatment. Severe impact to image, product will not meet the requirements of spec, market loss. High deterioration in equipment or its operation severely affecting production or product functionality, several week losses. 8 Critical Severe harm to patient: death, irreversible injury or condition or long term medical aid. Low suit, market loss. Severe damage to equipment, not being able to produce at all or producing non-functional products, loss of more than month and a half.","{'emphasized_text_contents': ['S Rating', 'Severity', 'Severity to Patient/User', 'Severity to Elcam', 'Severity to Manufacture'], 'emphasized_text_tags': ['b', 'b', 'b', 'b', 'b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'text_as_html': '<table><tr><td>S Rating</td><td>Severity</td><td>Severity to Patient/User</td><td>Severity to Elcam</td><td>Severity to Manufacture</td></tr><tr><td>1</td><td>Minor</td><td>All is fine up to small discomfort, minor damage in performance.</td><td>All is fine up to deviations in spec border.</td><td>Small effect on equipment or product, a few production hours loss.</td></tr><tr><td>2</td><td>Medium</td><td>Degradation in performance without harm.</td><td>Damage to image, do not meet spec.</td><td>Degradation in equipment or its operation small effect on product in non-functional characters, a few days loss.</td></tr><tr><td>4</td><td>Severe</td><td>The part does not function but does not cause harm.</td><td>Need to replace parts, severe impact to image, will not meet fundamental characteristic in spec.</td><td>Medium degradation in equipment or its operation affecting product in non-functional characters, two-three weeks loss.</td></tr><tr><td>6</td><td>Severe - critical</td><td>The product does not function and causes injury or condition requiring medical treatment.</td><td>Severe impact to image, product will not meet the requirements of spec, market loss.</td><td>High deterioration in equipment or its operation severely affecting production or product functionality, several week losses.</td></tr><tr><td>8</td><td>Critical</td><td>Severe harm to patient: death, irreversible injury or condition or long term medical aid.</td><td>Low suit, market loss.</td><td>Severe damage to equipment, not being able to produce at all or producing non-functional products, loss of more than month and a half.</td></tr></table>', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '5b0df07560e1d30739828323fba94b7c'}",RMP - Closed Stopcock & MRVLS.doc
ListItem,aec41a6a42cc253684301519cd89acf2,Rate according to severity to patient/user or their environment. If the risk has an effect on several fields (patient/user and/or Elcam and/or Manufacture) rate according to the worst of all.,"{'category_depth': 0, 'emphasized_text_contents': ['Rate according to severity to patient/user or their environment. If the risk has an effect on several fields (patient/user and/or Elcam and/or Manufacture) rate according to the worst of all.', 'Rate according to severity to patient/user or their environment. If the risk has an effect on several fields (patient/user and/or Elcam and/or Manufacture) rate according to the worst of all.'], 'emphasized_text_tags': ['b', 'i'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '5b0df07560e1d30739828323fba94b7c'}",RMP - Closed Stopcock & MRVLS.doc
UncategorizedText,27854aa591417d26b8c8c846a6381f4f,Degree of Detectability (D): ,"{'category_depth': 0, 'emphasized_text_contents': ['Degree of Detectability (D):', 'Degree of Detectability (D):'], 'emphasized_text_tags': ['b', 'i'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '5b0df07560e1d30739828323fba94b7c'}",RMP - Closed Stopcock & MRVLS.doc
Table,331c2e9462f066298d8088f8251af7cf,"D Rating Defect Detection 1 Defect, if occurred, will always be detected at Elcam during production. 2 Defect, if occurred, will occasionally be detected at Elcam during production. 3 Defects, if occurred, will rarely be detected at Elcam or Will be detected by customer (not end user). 4 Defects, if occurred, will not be detected at Elcam. It will always be detected by the end user.","{'emphasized_text_contents': ['D Rating', 'Defect Detection'], 'emphasized_text_tags': ['b', 'b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'text_as_html': '<table><tr><td>D Rating</td><td>Defect Detection</td></tr><tr><td>1</td><td>Defect, if occurred, will always be detected at Elcam during production.</td></tr><tr><td>2</td><td>Defect, if occurred, will occasionally be detected at Elcam during production.</td></tr><tr><td>3</td><td>Defects, if occurred, will rarely be detected at Elcam or Will be detected by customer (not end user).</td></tr><tr><td>4</td><td>Defects, if occurred, will not be detected at Elcam. It will always be detected by the end user.</td></tr></table>', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '5b0df07560e1d30739828323fba94b7c'}",RMP - Closed Stopcock & MRVLS.doc
Title,880b28ba6acfbdb310717e9f4d6ae516,RPN calculation:,"{'category_depth': 2, 'emphasized_text_contents': ['RPN calculation:'], 'emphasized_text_tags': ['i'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '5b0df07560e1d30739828323fba94b7c'}",RMP - Closed Stopcock & MRVLS.doc
NarrativeText,b76fc42bd78a39d9949b18842d5ac7a6,The calculation of the Risk Priority Number (RPN) is done by multiplying the risk analysis values:            (S x P) or (S x P x D).,"{'category_depth': 0, 'emphasized_text_contents': ['(S x P)', '(S x P x D)'], 'emphasized_text_tags': ['b', 'b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
NarrativeText,76b225e52204526b0ed54630aea7f03b,According to the calculated RPN value the priority for mitigation is determined (Risk Priority Level). ,"{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
UncategorizedText,b4409387e593c9c28a1f652b935a36c5,Risk Priority Levels:,"{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
Table,84f322329110c2bfc0cb5cbb7bd69262,(S*P) value Color Risk priority Level (S*P)≤8 (Green) Low 8<(S*P)<32 (Yellow) Medium (ALARP/AFAP*) 32≤(S*P) (Red) High,"{'emphasized_text_contents': ['(S*P) value', 'Color', 'Risk priority Level'], 'emphasized_text_tags': ['b', 'b', 'b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'text_as_html': '<table><tr><td>(S*P) value</td><td>Color</td><td>Risk priority Level</td></tr><tr><td>(S*P)≤8</td><td>(Green)</td><td>Low</td></tr><tr><td>8&lt;(S*P)&lt;32</td><td>(Yellow)</td><td>Medium (ALARP/AFAP*)</td></tr><tr><td>32≤(S*P)</td><td>(Red)</td><td>High</td></tr></table>', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
UncategorizedText,93f937b0bf96f9d8734a914b54d98b7d,Or,"{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
Table,cbc47f4398253d86d02914faa94c0c5f,(S*P*D) value Color Risk Priority Level (S*P*D)≤8 (Green) Low 8<(S*P*D)≤32 (Yellow) Medium (ALARP/AFAP*) 32<(S*P*D) (Red) High,"{'emphasized_text_contents': ['(S*P*D) value', 'Color', 'Risk Priority Level'], 'emphasized_text_tags': ['b', 'b', 'b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'text_as_html': '<table><tr><td>(S*P*D) value</td><td>Color</td><td>Risk Priority Level</td></tr><tr><td>(S*P*D)≤8</td><td>(Green)</td><td>Low</td></tr><tr><td>8&lt;(S*P*D)≤32</td><td>(Yellow)</td><td>Medium (ALARP/AFAP*)</td></tr><tr><td>32&lt;(S*P*D)</td><td>(Red)</td><td>High</td></tr></table>', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
NarrativeText,68d4e45ae89111597d8e15c957e7329e,Green area – Low rated risks.,"{'category_depth': 0, 'emphasized_text_contents': ['Green area –'], 'emphasized_text_tags': ['b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
NarrativeText,b71b11d37ac4818277dceba76f0d5a07,Yellow area – Medium rated risks. ,"{'category_depth': 0, 'emphasized_text_contents': ['Yellow area'], 'emphasized_text_tags': ['b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
ListItem,3f6c430b0fff2881a861bbc85e45a1a7,Risks in the ALARP/AFAP area (ALARP is according to definition of ISO 14971:2007 AFAP is according to definition in BS EN ISO 14971:2012). Acceptable but require additional controls and monitoring. There should be actions to reduce them further and they require periodical review.,"{'category_depth': 0, 'emphasized_text_contents': ['*'], 'emphasized_text_tags': ['b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
NarrativeText,de4c66ca979a3a643e7c3c5cce579e59,"Red area – High rated risk, additional actions should be taken to reduce this risk. ","{'category_depth': 0, 'emphasized_text_contents': ['Red area'], 'emphasized_text_tags': ['b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
UncategorizedText,2ecf93435668cfa72aee540db49ffca9,4.1.3. Risk Control:,"{'category_depth': 0, 'emphasized_text_contents': ['4.1.3.', 'Risk Control:', 'Risk Control:'], 'emphasized_text_tags': ['b', 'b', 'i'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
NarrativeText,da5519282ab27f92c006bcbe6b32b9de,"For each risk, whether marked in green, yellow or red, Risk Control measures should be taken in order to reduce the severity of the harm or reduce the probability of its occurrence.","{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
NarrativeText,2106e8fb60df1a0d2b76091d4c370af5,The risk control measures should be one or more of the following options in the priority order listed:,"{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
ListItem,6c8df1bc24d70fc6e9f073368688111d,Inherent safety by design,"{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
ListItem,20e5f4600c91bdeb08194c29d8ea6efd,Protective measures in the product itself or in the manufacturing process.,"{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
ListItem,344664b1857eece25e0baf1896008d64,Information for safety,"{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
NarrativeText,14beeb6befc54571e8dc38d1b378d8d0,"Risk Control includes defining the measures to be taken in order to reduce the risks, Implementation of the risk control measures and verification of their implementation and their effectiveness, Residual Risk Evaluation after the Implementation. If measures are not practical Risk to Benefit Analysis should be made in order to demonstrate whether the products` benefits outweigh the residual risk. Risks arising from the risk control measures should be identified as well.","{'category_depth': 0, 'emphasized_text_contents': ['defining', 'Implementation', 'Residual Risk Evaluation', 'Risk to Benefit Analysis', 'Risks arising from the risk control measures'], 'emphasized_text_tags': ['b', 'b', 'b', 'b', 'b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
NarrativeText,e7b74064ea6c580c4531b19ed92f82ae,"At the end of the risk control measures, the Acceptability of the Overall Residual Risk is to be documented. ","{'category_depth': 0, 'emphasized_text_contents': ['Acceptability of the Overall Residual Risk'], 'emphasized_text_tags': ['b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
UncategorizedText,8426fe42c7d719514c7837d86e221f87,4.1.4. Production & Post-production Information:,"{'category_depth': 0, 'emphasized_text_contents': ['4.1.4.', 'Production & Post-production Information:', 'Production & Post-production Information:'], 'emphasized_text_tags': ['b', 'b', 'i'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
NarrativeText,af60972bb1318e67f9bf910d614c0001,"After the end of the development phase, for each family of products, the risks should be reviewed according to information gained from the production of the device and afterwards information after the device is being sent to customers (customers' feedback and satisfaction, complaints, information from users, operators etc.). This information shall be evaluated to identify any unrecognized hazards and hazardous situations and to evaluate acceptability of risks that were identified previously.","{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
UncategorizedText,280a7b7d051ca00ea7488f3bc36a4047,4.2. Verification plan,"{'category_depth': 0, 'emphasized_text_contents': ['4.2. Verification plan'], 'emphasized_text_tags': ['b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
ListItem,03e76d5674ef10942c2dc03762fc8d28,After each important phase during product lifecycle a risk review meeting is to be performed (Initial risk review meeting: after Design Input).,"{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
ListItem,8e73ddadd23aeba7c7b7aa7981d932d9,"The Risk Analysis, Evaluation and Control activities are to be initially identified by a review meeting attending represents of all relevant departments (R&D, Manufacturing Eng, QA, Marketing, production etc. including someone not directly involved in the project or product).","{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
ListItem,05e1f1bfe320d8fbc087b6719339eebb,Reviews in order to verify that mitigation activities were performed and assessment of their effectiveness are to be performed by the person in charge of risk management from QA and the project manager.,"{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
ListItem,1c899022591a8bb762ded2505aa83cd0,Overall residual risks acceptability and Risk to benefit analysis is also to be performed by QA and project manager.,"{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
ListItem,444494d5c4629ae7b1d6bfdfe0d95431,"Other risk reviews in order to view the pre-identified hazards, risks, their evaluations and their relevance and to identify new hazards will be performed in a risk review meeting with representatives of all relevant departments.","{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
UncategorizedText,a7286afa8754f9196933eabf82f99568,4.3. Allocation of responsibilities:,"{'category_depth': 0, 'emphasized_text_contents': ['4.3. Allocation of responsibilities:'], 'emphasized_text_tags': ['b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
NarrativeText,648b6344b18be44d584ff103579951e7,4.3.1. Responsibility for assuring that the risk management activities are done is by the Project Manager.,"{'category_depth': 0, 'emphasized_text_contents': ['4.3.1.'], 'emphasized_text_tags': ['b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
UncategorizedText,6601d5b8456a20c363a650985f7010b1,4.3.2. Person In charge for Risk Management activities execution: Quality Engineer in R&D.,"{'category_depth': 0, 'emphasized_text_contents': ['4.3.2.'], 'emphasized_text_tags': ['b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
NarrativeText,402bbe860104598f54387042e3ca0af0,4.3.3. Responsibility of assuring that Risk Control activities are done as indicated in the Risk Management File is by the project manager.,"{'category_depth': 0, 'emphasized_text_contents': ['4.3.3.'], 'emphasized_text_tags': ['b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
NarrativeText,8276d7fdd0cb78872b19ce9de1d28392,4.3.4. Risk Control measures are to be performed as indicated in the Risk Management File by the people mentioned there.,"{'category_depth': 0, 'emphasized_text_contents': ['4.3.4'], 'emphasized_text_tags': ['b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
UncategorizedText,00150c2f40f426f037853e4736325eda,4.3.5. Responsibility for Production & Post Production Information gathering & analyzing is Quality Engineer in R&D.,"{'category_depth': 0, 'emphasized_text_contents': ['4.3.5'], 'emphasized_text_tags': ['b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
ListItem,a118a2b612eced0fd05e6a51b3fd2604,Documenting Risk Management Process,"{'category_depth': 0, 'emphasized_text_contents': ['Documenting Risk Management Process'], 'emphasized_text_tags': ['b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
NarrativeText,ba266a0fe88087ac07567fe9afa1148e,"The Risk Management Process will be documented in the product's Design History File (DHF).  It will be according to the format specified in Appendix 5 of SOP#3-01-21. The risk management file will be managed as a controlled document, revised with the progression of the risk management process and all its revisions will be kept for process tracking in the design history file.","{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
NarrativeText,1c83cfd24b4630252814412d1114ae90,"Risk general management documents related to production and post production stages will be documented separately afterwards in ""Risk Management"" folder at the EPDM system.","{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
ListItem,feacf270371c2842890ccd077e5c484d,Summary,"{'category_depth': 0, 'emphasized_text_contents': ['Summary'], 'emphasized_text_tags': ['b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
NarrativeText,8e2cf07ffc655b0f09b60b0be126e425,This document outlines the risk management activities for CSTP and MRVLS family of products. It determines the scales of rating them and the acceptance criteria. It also determines the means of reviewing and verifying them and the responsibilities. The product lifecycle stages in which this plan is applicable are as described in the scope.,"{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
ListItem,38e22869a43ce66df911aaa2f7f1aa69,Document Revision Control:,"{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
Table,687547dc23bc9f7e4867c7fe38dc2295,"Revision History Tracking: Date: Revision 0- first version 5-July-2012 Revision A – update of referenced standards and definition of ALARP/AFAP. 16-Mar-2014 Revision B – Updating document format; Moving the definitions of ALARP and AFAP to section 3; Updating Risk evaluation definitions in section 4.1.2. according to the new version of annexes 5, 7 and 8 of SOP 3-01-21.; Adding guidance on severity rating; Adding clarification regarding the risk control (should be performed for all risks); Updating location of general risk documents (in the EPDM system); and Correcting duplicate of sections 4.3 ""Responsibilities"" and 4.3. ""Allocation of responsibilities"". 27-Dec-2016","{'emphasized_text_contents': ['Revision History Tracking:'], 'emphasized_text_tags': ['b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'text_as_html': '<table><tr><td>Revision History Tracking:</td><td>Date:</td></tr><tr><td>Revision 0- first version</td><td>5-July-2012</td></tr><tr><td>Revision A – update of referenced standards and definition of ALARP/AFAP.</td><td>16-Mar-2014</td></tr><tr><td>Revision B – Updating document format; Moving the definitions of ALARP and AFAP to section 3; Updating Risk evaluation definitions in section 4.1.2. according to the new version of annexes 5, 7 and 8 of SOP 3-01-21.; Adding guidance on severity rating; Adding clarification regarding the risk control (should be performed for all risks); Updating location of general risk documents (in the EPDM system); and Correcting duplicate of sections 4.3 &quot;Responsibilities&quot; and 4.3. &quot;Allocation of responsibilities&quot;.</td><td>27-Dec-2016</td></tr></table>', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
ListItem,216d45a896066794162a7e1a5f324b62,Review and approval:,"{'category_depth': 0, 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
Table,386276a6ef7fa3c52a643b2d917ebf73,Written by: Name Date Signature QA Eng. - - -,"{'emphasized_text_contents': ['Written by:'], 'emphasized_text_tags': ['b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'text_as_html': '<table><tr><td>Written by:</td><td>Name</td><td>Date</td><td>Signature</td></tr><tr><td>QA Eng.</td><td>-</td><td>-</td><td>-</td></tr></table>', 'languages': ['eng', 'deu'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
Table,35e315ece4bfdd07d647a58c44f70171,Reviewed & Approved by: Name Date Signature R&D Director /VP - - - VP of QA & RA/ QA Manager R&D - - -,"{'emphasized_text_contents': ['Reviewed & Approved by:'], 'emphasized_text_tags': ['b'], 'filename': 'RMP - Closed Stopcock & MRVLS.doc', 'text_as_html': '<table><tr><td>Reviewed &amp; Approved by:</td><td>Name</td><td>Date</td><td>Signature</td></tr><tr><td>R&amp;D Director /VP</td><td>-</td><td>-</td><td>-</td></tr><tr><td>VP of QA &amp; RA/ QA Manager R&amp;D</td><td>-</td><td>-</td><td>-</td></tr></table>', 'languages': ['eng'], 'filetype': 'application/msword', 'parent_id': '880b28ba6acfbdb310717e9f4d6ae516'}",RMP - Closed Stopcock & MRVLS.doc
