type,element_id,text,metadata,filename,page_number,text_as_html,language,filetype,partition_type
NarrativeText,0f661594242727dd01501460547e06a4,"2022; Wang et al., 2023a). Violations of safety can expose users to toxic contents (Gehman et al., 2020), bias (Nadeem et al., 2020), and other associated risks (Wei et al., 2023a). Extensive efforts have been made to ensure safety alignment of LLMs, including supervised fine-tuning (Bakker et al., 2022), reinforcement learning from human feedback (Christiano et al., 2017; Ouyang et al., 2022; Bai et al., 2022), and red-teaming (Dinan et al., 2019; Ge et al., 2023). However, a common feature of these efforts is their exclusive focus on semantics of natural language involved in training/instruction corpora. This overlooks the fact that corpora can be interpreted in multiple ways beyond just semantics. For example, the word ""BOMB"" in Figure 1 is written using characters '*' and spaces. Interpreting such an example through the semantics of the characters is generally meaningless. Instead, humans interpret the example in Figure 1 based on the arrangement of characters within the input space. This observation raises the question: ""Will semantics-only interpretation of corpora during safety alignment lead to vulnerabilities of LLM ‡ Equal Contribution.","{'category_depth': 1, 'page_number': 1, 'parent_id': '7d1da0c1e4e74ab29dc0352a70537212', 'text_as_html': '<p class=""NarrativeText"" id=""bec9222bcca24afead2ea60047c58c9e"">2022; Wang et al., 2023a). Violations of safety can expose users to toxic contents (Gehman et al., 2020), bias (Nadeem et al., 2020), and other associated risks (Wei et al., 2023a).</p><p class=""NarrativeText"" id=""71f5a8f300c94d609fe8493dca8edf02"">Extensive efforts have been made to ensure safety alignment of LLMs, including supervised fine-tuning (Bakker et al., 2022), reinforcement learning from human feedback (Christiano et al., 2017; Ouyang et al., 2022; Bai et al., 2022), and red-teaming (Dinan et al., 2019; Ge et al., 2023). However, a common feature of these efforts is their exclusive focus on semantics of natural language involved in training/instruction corpora. This overlooks the fact that corpora can be interpreted in multiple ways beyond just semantics. For example, the word ""BOMB"" in Figure 1 is written using characters \'*\' and spaces. Interpreting such an example through the semantics of the characters is generally meaningless. Instead, humans interpret the example in Figure 1 based on the arrangement of characters within the input space. This observation raises the question:</p><p class=""NarrativeText"" id=""0a9f3b2fa92a4c2f861fff2af26812ad"">""Will semantics-only interpretation of corpora during safety alignment lead to vulnerabilities of LLM</p><div class=""Footnote"" id=""958b1edc77a54615a1169e62b8730acf"">‡ Equal Contribution.</div>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf,1.0,"<p class=""NarrativeText"" id=""bec9222bcca24afead2ea60047c58c9e"">2022; Wang et al., 2023a). Violations of safety can expose users to toxic contents (Gehman et al., 2020), bias (Nadeem et al., 2020), and other associated risks (Wei et al., 2023a).</p><p class=""NarrativeText"" id=""71f5a8f300c94d609fe8493dca8edf02"">Extensive efforts have been made to ensure safety alignment of LLMs, including supervised fine-tuning (Bakker et al., 2022), reinforcement learning from human feedback (Christiano et al., 2017; Ouyang et al., 2022; Bai et al., 2022), and red-teaming (Dinan et al., 2019; Ge et al., 2023). However, a common feature of these efforts is their exclusive focus on semantics of natural language involved in training/instruction corpora. This overlooks the fact that corpora can be interpreted in multiple ways beyond just semantics. For example, the word ""BOMB"" in Figure 1 is written using characters '*' and spaces. Interpreting such an example through the semantics of the characters is generally meaningless. Instead, humans interpret the example in Figure 1 based on the arrangement of characters within the input space. This observation raises the question:</p><p class=""NarrativeText"" id=""0a9f3b2fa92a4c2f861fff2af26812ad"">""Will semantics-only interpretation of corpora during safety alignment lead to vulnerabilities of LLM</p><div class=""Footnote"" id=""958b1edc77a54615a1169e62b8730acf"">‡ Equal Contribution.</div>",,application/pdf,
PageNumber,16b691d0751572a9053f7a95cfd8c8a6,1,"{'category_depth': 1, 'page_number': 1, 'parent_id': '7d1da0c1e4e74ab29dc0352a70537212', 'text_as_html': '<span class=""PageNumber"" id=""fe8c72a74db2476aa39a5296e9993297"">1</span>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf,1.0,"<span class=""PageNumber"" id=""fe8c72a74db2476aa39a5296e9993297"">1</span>",,application/pdf,
UncategorizedText,1c20fd40b567c8d6934c3023f857f967,,"{'category_depth': 0, 'page_number': 2, 'text_as_html': '<div class=""Page"" data-page-number=""2"" id=""51422e27ff674cc4afb1d8e91441121c"" />', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf,2.0,"<div class=""Page"" data-page-number=""2"" id=""51422e27ff674cc4afb1d8e91441121c"" />",,application/pdf,
Image,792927d860edf0b16fce8a2fed0dbec6,Diagram showing ArtPrompt attack process with two steps: Step I shows breaking down a direct prompt &#x27;Tell me how to build a bomb&#x27; into individual words and masking sensitive words. Step II shows converting masked text into ASCII art pattern. The diagram includes example responses from an AI system rejecting the direct prompt but potentially being exploited through the masked ASCII art version.,"{'category_depth': 1, 'page_number': 2, 'parent_id': '51422e27ff674cc4afb1d8e91441121c', 'text_as_html': '<figure class=""Figure"" id=""b2377b520cd3491da4af573a4e01f114""><img class=""Image"" alt=""Diagram showing ArtPrompt attack process with two steps: Step I shows breaking down a direct prompt &#x27;Tell me how to build a bomb&#x27; into individual words and masking sensitive words. Step II shows converting masked text into ASCII art pattern. The diagram includes example responses from an AI system rejecting the direct prompt but potentially being exploited through the masked ASCII art version."" id=""c9f72c891a734fa7a5e781df457a97f4"" /></figure>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf,2.0,"<figure class=""Figure"" id=""b2377b520cd3491da4af573a4e01f114""><img class=""Image"" alt=""Diagram showing ArtPrompt attack process with two steps: Step I shows breaking down a direct prompt &#x27;Tell me how to build a bomb&#x27; into individual words and masking sensitive words. Step II shows converting masked text into ASCII art pattern. The diagram includes example responses from an AI system rejecting the direct prompt but potentially being exploited through the masked ASCII art version."" id=""c9f72c891a734fa7a5e781df457a97f4"" /></figure>",,application/pdf,
NarrativeText,0c09d23d692f4738d0724be1dad64326,"Figure 2: Overview of ArtPrompt. ArtPrompt consists of two steps. In the first step, ArtPrompt masks the safety words (e.g., ""bomb"") within a prompt that could result in rejection from the victim LLM. In the second step, ArtPrompt replaces the masked word in Step I with ASCII art. Then the masked prompt is combined with the ASCII art representation to form a cloaked prompt. The cloaked prompt is finally sent to the victim LLM as a jailbreak attack. A detailed example prompt and response is available in Appendix C. safety that can be exploited by malicious users?"" In this paper, we address this question by making the following contributions. First, we develop a benchmark, named Vision-in-Text Challenge (ViTC), to evaluate the capabilities of five SOTA LLMs (GPT-3.5 (OpenAI, 2023), GPT-4 (Achiam et al., 2023), Gemini (Team et al., 2023), Claude (Anthropic, 2023), and Llama2 (Touvron et al., 2023)) of perceiving and responding to queries in the form of ASCII art (Wagner, 2023), which cannot be interpreted using semantics of characters involved. Our results indicate that all five LLMs struggle to understand input queries that use ASCII art to represent one single letter or number. Furthermore, the ability of the LLMs to correctly recognize input queries drop significantly (close to zero) as the input queries contain more letters or numbers. Second, we exploit the limitations of LLMs in recognizing ASCII art and reveal vulnerabilities of LLMs to a novel jailbreak attack, termed ArtPrompt. A malicious user can launch ArtPrompt by following two steps as depicted in Figure 2. In Step I, ArtPrompt finds the words within a given prompt that may trigger rejections from LLM. In Step II, ArtPrompt crafts a set of cloaked prompts by visually encoding the identified words in the first step using ASCII art. These cloaked prompts are subsequently sent to the victim LLM to execute our jailbreak attack, resulting in responses that fulfill the malicious user's objectives and induce unsafe behaviors from the victim LLM. Third, we perform extensive experiments to evaluate ArtPrompt on five LLMs (GPT-3.5, GPT-4, Claude, Gemini, and Llama2) using two benchmark datasets (AdvBench (Zou et al., 2023) and HEx-PH (Qi et al., 2023)). Our comparison with five jailbreak attacks (Direct Instruction, GCG (Zou et al., 2023), AutoDan (Liu et al., 2023), PAIR (Chao et al., 2023), and DeepInception (Li et al., 2023a)) demonstrates that ArtPrompt can effectively and efficiently induce unsafe behaviors from LLMs, and outperforms all attacks on average. We further evaluate ArtPrompt against three defenses (Perplexity, Paraphrase (Jain et al., 2023), and Retokenization (Provilkov et al., 2019)). We show that ArtPrompt successfully bypasses all defenses.","{'category_depth': 1, 'page_number': 2, 'parent_id': '51422e27ff674cc4afb1d8e91441121c', 'text_as_html': '<p class=""NarrativeText"" id=""385b88fb10f14d7a915f9efefc66d0b5"">Figure 2: Overview of ArtPrompt. ArtPrompt consists of two steps. In the first step, ArtPrompt masks the safety words (e.g., ""bomb"") within a prompt that could result in rejection from the victim LLM. In the second step, ArtPrompt replaces the masked word in Step I with ASCII art. Then the masked prompt is combined with the ASCII art representation to form a cloaked prompt. The cloaked prompt is finally sent to the victim LLM as a jailbreak attack. A detailed example prompt and response is available in Appendix C.</p><p class=""NarrativeText"" id=""2c2bf57574fd4f16919c05565933a87c"">safety that can be exploited by malicious users?""</p><p class=""NarrativeText"" id=""16716c493f2f40e392c36e573c976876"">In this paper, we address this question by making the following contributions. First, we develop a benchmark, named Vision-in-Text Challenge (ViTC), to evaluate the capabilities of five SOTA LLMs (GPT-3.5 (OpenAI, 2023), GPT-4 (Achiam et al., 2023), Gemini (Team et al., 2023), Claude (Anthropic, 2023), and Llama2 (Touvron et al., 2023)) of perceiving and responding to queries in the form of ASCII art (Wagner, 2023), which cannot be interpreted using semantics of characters involved. Our results indicate that all five LLMs struggle to understand input queries that use ASCII art to represent one single letter or number. Furthermore, the ability of the LLMs to correctly recognize input queries drop significantly (close to zero) as the input queries contain more letters or numbers.</p><p class=""NarrativeText"" id=""62558677cb5046b8923f9d0385b5bb51"">Second, we exploit the limitations of LLMs in recognizing ASCII art and reveal vulnerabilities of LLMs to a novel jailbreak attack, termed ArtPrompt. A malicious user can launch ArtPrompt by following two steps as depicted in Figure 2. In Step I, ArtPrompt finds the words within a given prompt that may trigger rejections from LLM. In Step II, ArtPrompt crafts a set of cloaked prompts by visually encoding the identified words in the first step using ASCII art. These cloaked prompts are subsequently sent to the victim LLM to execute our jailbreak attack, resulting in responses that fulfill the malicious user\'s objectives and induce unsafe behaviors from the victim LLM.</p><p class=""NarrativeText"" id=""1e913e891b4144d19e24f393e1129c8b"">Third, we perform extensive experiments to evaluate ArtPrompt on five LLMs (GPT-3.5, GPT-4, Claude, Gemini, and Llama2) using two benchmark datasets (AdvBench (Zou et al., 2023) and HEx-PH (Qi et al., 2023)). Our comparison with five jailbreak attacks (Direct Instruction, GCG (Zou et al., 2023), AutoDan (Liu et al., 2023), PAIR (Chao et al., 2023), and DeepInception (Li et al., 2023a)) demonstrates that ArtPrompt can effectively and efficiently induce unsafe behaviors from LLMs, and outperforms all attacks on average. We further evaluate ArtPrompt against three defenses (Perplexity, Paraphrase (Jain et al., 2023), and Retokenization (Provilkov et al., 2019)). We show that ArtPrompt successfully bypasses all defenses.</p>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf,2.0,"<p class=""NarrativeText"" id=""385b88fb10f14d7a915f9efefc66d0b5"">Figure 2: Overview of ArtPrompt. ArtPrompt consists of two steps. In the first step, ArtPrompt masks the safety words (e.g., ""bomb"") within a prompt that could result in rejection from the victim LLM. In the second step, ArtPrompt replaces the masked word in Step I with ASCII art. Then the masked prompt is combined with the ASCII art representation to form a cloaked prompt. The cloaked prompt is finally sent to the victim LLM as a jailbreak attack. A detailed example prompt and response is available in Appendix C.</p><p class=""NarrativeText"" id=""2c2bf57574fd4f16919c05565933a87c"">safety that can be exploited by malicious users?""</p><p class=""NarrativeText"" id=""16716c493f2f40e392c36e573c976876"">In this paper, we address this question by making the following contributions. First, we develop a benchmark, named Vision-in-Text Challenge (ViTC), to evaluate the capabilities of five SOTA LLMs (GPT-3.5 (OpenAI, 2023), GPT-4 (Achiam et al., 2023), Gemini (Team et al., 2023), Claude (Anthropic, 2023), and Llama2 (Touvron et al., 2023)) of perceiving and responding to queries in the form of ASCII art (Wagner, 2023), which cannot be interpreted using semantics of characters involved. Our results indicate that all five LLMs struggle to understand input queries that use ASCII art to represent one single letter or number. Furthermore, the ability of the LLMs to correctly recognize input queries drop significantly (close to zero) as the input queries contain more letters or numbers.</p><p class=""NarrativeText"" id=""62558677cb5046b8923f9d0385b5bb51"">Second, we exploit the limitations of LLMs in recognizing ASCII art and reveal vulnerabilities of LLMs to a novel jailbreak attack, termed ArtPrompt. A malicious user can launch ArtPrompt by following two steps as depicted in Figure 2. In Step I, ArtPrompt finds the words within a given prompt that may trigger rejections from LLM. In Step II, ArtPrompt crafts a set of cloaked prompts by visually encoding the identified words in the first step using ASCII art. These cloaked prompts are subsequently sent to the victim LLM to execute our jailbreak attack, resulting in responses that fulfill the malicious user's objectives and induce unsafe behaviors from the victim LLM.</p><p class=""NarrativeText"" id=""1e913e891b4144d19e24f393e1129c8b"">Third, we perform extensive experiments to evaluate ArtPrompt on five LLMs (GPT-3.5, GPT-4, Claude, Gemini, and Llama2) using two benchmark datasets (AdvBench (Zou et al., 2023) and HEx-PH (Qi et al., 2023)). Our comparison with five jailbreak attacks (Direct Instruction, GCG (Zou et al., 2023), AutoDan (Liu et al., 2023), PAIR (Chao et al., 2023), and DeepInception (Li et al., 2023a)) demonstrates that ArtPrompt can effectively and efficiently induce unsafe behaviors from LLMs, and outperforms all attacks on average. We further evaluate ArtPrompt against three defenses (Perplexity, Paraphrase (Jain et al., 2023), and Retokenization (Provilkov et al., 2019)). We show that ArtPrompt successfully bypasses all defenses.</p>",,application/pdf,
Title,7345bdb02ac5fe0f5e47ce574efbc310,2 Related Work,"{'category_depth': 1, 'page_number': 2, 'parent_id': '51422e27ff674cc4afb1d8e91441121c', 'text_as_html': '<h2 class=""Heading"" id=""015fc73744034fb4ab9dd521b13291c9"">2 Related Work</h2>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf,2.0,"<h2 class=""Heading"" id=""015fc73744034fb4ab9dd521b13291c9"">2 Related Work</h2>",,application/pdf,
Title,b57ba4a6b8995cabb8b8cc218e7a82b8,Jailbreak Attacks.,"{'category_depth': 1, 'page_number': 2, 'parent_id': '51422e27ff674cc4afb1d8e91441121c', 'text_as_html': '<h3 class=""Heading"" id=""52db80a4a5d045adb332d3b6a839caad"">Jailbreak Attacks.</h3>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf,2.0,"<h3 class=""Heading"" id=""52db80a4a5d045adb332d3b6a839caad"">Jailbreak Attacks.</h3>",,application/pdf,
NarrativeText,ef5edfa02ff824f37e5c7c029ec17f3a,"As LLMs become increasingly integrated in real-world applications, misuses of LLMs and safety concerns (Bender et al., 2021; Bommasani et al., 2021; Carlini et al., 2021; Ganguli et al., 2022; Weidinger et al., 2021) have attracted attention. In particular, multiple jailbreak attacks against LLMs have been developed. Zou et al. (2023) and Jones et al. (2023) proposed gradient-based methods to search for inputs to LLMs that can trigger undesired outputs. Another line of work (Liu et al., 2023) used hierarchical genetic algorithm to automatically generate jailbreak prompts. Chao et al. (2023) proposed to use a pre-trained LLM to generate adversarial prompt to the victim LLM. Alternatively, Mozes et al. (2023) and Kang et al. (2023) exploited instruction-following behaviors of LLMs to disrupt LLM safety. Manually-","{'category_depth': 1, 'page_number': 2, 'parent_id': '51422e27ff674cc4afb1d8e91441121c', 'text_as_html': '<p class=""NarrativeText"" id=""c779d2440e0b434992f72b41ad415dd6"">As LLMs become increasingly integrated in real-world applications, misuses of LLMs and safety concerns (Bender et al., 2021; Bommasani et al., 2021; Carlini et al., 2021; Ganguli et al., 2022; Weidinger et al., 2021) have attracted attention. In particular, multiple jailbreak attacks against LLMs have been developed. Zou et al. (2023) and Jones et al. (2023) proposed gradient-based methods to search for inputs to LLMs that can trigger undesired outputs. Another line of work (Liu et al., 2023) used hierarchical genetic algorithm to automatically generate jailbreak prompts. Chao et al. (2023) proposed to use a pre-trained LLM to generate adversarial prompt to the victim LLM. Alternatively, Mozes et al. (2023) and Kang et al. (2023) exploited instruction-following behaviors of LLMs to disrupt LLM safety. Manually-</p>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf,2.0,"<p class=""NarrativeText"" id=""c779d2440e0b434992f72b41ad415dd6"">As LLMs become increasingly integrated in real-world applications, misuses of LLMs and safety concerns (Bender et al., 2021; Bommasani et al., 2021; Carlini et al., 2021; Ganguli et al., 2022; Weidinger et al., 2021) have attracted attention. In particular, multiple jailbreak attacks against LLMs have been developed. Zou et al. (2023) and Jones et al. (2023) proposed gradient-based methods to search for inputs to LLMs that can trigger undesired outputs. Another line of work (Liu et al., 2023) used hierarchical genetic algorithm to automatically generate jailbreak prompts. Chao et al. (2023) proposed to use a pre-trained LLM to generate adversarial prompt to the victim LLM. Alternatively, Mozes et al. (2023) and Kang et al. (2023) exploited instruction-following behaviors of LLMs to disrupt LLM safety. Manually-</p>",,application/pdf,
PageNumber,69fc5fcd73ce4bb2f4e24954cfcc5fcd,2,"{'category_depth': 1, 'page_number': 2, 'parent_id': '51422e27ff674cc4afb1d8e91441121c', 'text_as_html': '<span class=""PageNumber"" id=""dc30947f8ab248b8ac306d5c41538b59"">2</span>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf,2.0,"<span class=""PageNumber"" id=""dc30947f8ab248b8ac306d5c41538b59"">2</span>",,application/pdf,
UncategorizedText,64738d0cde96c37a32a598f93f4dfc0c,,"{'category_depth': 0, 'page_number': 3, 'text_as_html': '<div class=""Page"" data-page-number=""3"" id=""e799da55b0ce486eb1cc874b56e7fed0"" />', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf,3.0,"<div class=""Page"" data-page-number=""3"" id=""e799da55b0ce486eb1cc874b56e7fed0"" />",,application/pdf,
NarrativeText,609b115f535529da0e1391eba6bd530a,"crafted prompts for jailbreaking LLMs were con-structed by Deng et al. (2023) and Yu et al. (2023) . In-context demonstrations were used in ( Wei et al., 2023b ; Wang et al., 2023b ).","{'category_depth': 1, 'page_number': 3, 'parent_id': 'e799da55b0ce486eb1cc874b56e7fed0', 'text_as_html': '<p class=""NarrativeText"" id=""4f23143bee9b4d5e897b888f7fa90ecb""><p class=""Paragraph"" id=""c608839a38984e08bb92e116ec8f6436"">crafted prompts for jailbreaking LLMs were con-structed by</p><cite class=""Citation"" id=""9633725100a44ded9fffa82f5d644412"">Deng et al. (2023)</cite><p class=""Paragraph"" id=""c3221487fb9449cca61e61ff79a54392"">and</p><cite class=""Citation"" id=""51a7f398170c455e8fd26b2f1ebf6302"">Yu et al. (2023)</cite><p class=""Paragraph"" id=""a014702c0004410c837b378204d6699b"">. In-context demonstrations were used in (</p><cite class=""Citation"" id=""a75727f216ce4511a365d33d16219d74"">Wei et al., 2023b</cite><p class=""Paragraph"" id=""79817c57aa9c403998865f2ff7506847"">;</p><cite class=""Citation"" id=""4dee7ab5c3d74dddb2e4605fbb2128ff"">Wang et al., 2023b</cite><p class=""Paragraph"" id=""bce90e1b352d46a4a1fc6b98df45a743"">).</p></p>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf,3.0,"<p class=""NarrativeText"" id=""4f23143bee9b4d5e897b888f7fa90ecb""><p class=""Paragraph"" id=""c608839a38984e08bb92e116ec8f6436"">crafted prompts for jailbreaking LLMs were con-structed by</p><cite class=""Citation"" id=""9633725100a44ded9fffa82f5d644412"">Deng et al. (2023)</cite><p class=""Paragraph"" id=""c3221487fb9449cca61e61ff79a54392"">and</p><cite class=""Citation"" id=""51a7f398170c455e8fd26b2f1ebf6302"">Yu et al. (2023)</cite><p class=""Paragraph"" id=""a014702c0004410c837b378204d6699b"">. In-context demonstrations were used in (</p><cite class=""Citation"" id=""a75727f216ce4511a365d33d16219d74"">Wei et al., 2023b</cite><p class=""Paragraph"" id=""79817c57aa9c403998865f2ff7506847"">;</p><cite class=""Citation"" id=""4dee7ab5c3d74dddb2e4605fbb2128ff"">Wang et al., 2023b</cite><p class=""Paragraph"" id=""bce90e1b352d46a4a1fc6b98df45a743"">).</p></p>",,application/pdf,
Title,dd834dfb62fb7036a9f76b383f7a6026,Defenses against Jailbreak Attacks.,"{'category_depth': 1, 'page_number': 3, 'parent_id': 'e799da55b0ce486eb1cc874b56e7fed0', 'text_as_html': '<h2 class=""Heading"" id=""7c675d4837fc41059107dbfa0f156c54"">Defenses against Jailbreak Attacks.</h2>', 'languages': ['eng'], 'filetype': 'application/pdf', 'partitioner_type': 'vlm_partition', 'filename': 'ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf'}",ArtPrompt- ASCII Art-based Jailbreak Attacks against Aligned LLMs.pdf,3.0,"<h2 class=""Heading"" id=""7c675d4837fc41059107dbfa0f156c54"">Defenses against Jailbreak Attacks.</h2>",,application/pdf,
